MAS021,Mason Hammer 3lb,PACLINV0061137,,,"7,172.39","4,837.70",,,"2,334.69",32.55,,,,,,,,,,,,,
MAS022,Mason Square 24,PACLINV0045472,,,"1,568.96",982.74,,,586.22,37.36,,,,,,,,,,,,,
MAS024,Mason Square Black,PACLINV0030227,,,"1,724.13",982.74,,,741.39,43.00,,,,,,,,,,,,,
MAS025,"Masking Tape 1""X20mts",PACLINV0057872,,,"22,327.62","7,887.37",,,"14,440.25",64.67,,,,,,,,,,,,,
MAS026,"Masking Tape 2""X20mts",PACLCRN0002935,,,"25,387.92","11,764.73",,,"13,623.19",53.66,,,,,,,,,,,,,
MAT001,Mattock Combined,PACLINV0060572,,,"70,948.25","48,537.59",,,"22,410.66",31.59,,,,,,,,,,,,,
MCB001,Mcb 63 A D/Pole,PACLINV0044355,,,"3,577.57","3,017.21",,,560.36,15.66,,,,,,,,,,,,,
MCB002,Mcb 20A S/Pole,PACLINV0056068,,,"2,500.00","1,241.36",,,"1,258.64",50.35,,,,,,,,,,,,,
MCB003,Mcb 32A S/Pole,PACLINV0060988,,,"5,758.59","3,337.80",,,"2,420.79",42.04,,,,,,,,,,,,,
MCB004,MCB 10 AMP,PACLINV0056068,,,"2,775.88","2,322.70",,,453.18,16.33,,,,,,,,,,,,,
MCB005,MCB 16 AMP,PACLINV0039473,,,215.52,100.00,,,115.52,53.60,,,,,,,,,,,,,
MCB006,Mcb 63 A S/Pole,PACLINV0045789,,,818.96,379.32,,,439.64,53.68,,,,,,,,,,,,,
MCB007,Mcb 100 A D/Pole,PACLINV0044363,,,"2,974.13","2,586.20",,,387.93,13.04,,,,,,,,,,,,,
MCB008,Mcb 40A S/Pole,PACLINV0045570,,,301.72,198.28,,,103.44,34.28,,,,,,,,,,,,,
MDF001,Mdf Board Beech,PACLINV0037946,,,"54,698.27","49,138.00",,,"5,560.27",10.17,,,,,,,,,,,,,
MDF002,Mdf Board Cherry,PACLINV0044109,,,"37,715.52","34,078.94",,,"3,636.58",9.64,,,,,,,,,,,,,
MDF003,Mdf Board Coimbra,PACLINV0053161,,,"57,758.62","50,689.59",,,"7,069.03",12.24,,,,,,,,,,,,,
MDF005,Mdf Board Plain,PACLINV0039526,,,"27,327.59","23,706.87",,,"3,620.72",13.25,,,,,,,,,,,,,
MDF006,Mdf Board American  Walnut,PACLINV0056978,,,"42,112.07","36,206.85",,,"5,905.22",14.02,,,,,,,,,,,,,
MDF007,Mdf Board White,PACLINV0058551,,,"105,387.94","94,176.49",,,"11,211.45",10.64,,,,,,,,,,,,,
MDF008,Mdf Ply Plain,PACLINV0059362,,,"3,795.69","3,448.28",,,347.41,9.15,,,,,,,,,,,,,
MDF009,Mdf Ply White,PACLINV0056652,,,"10,517.25","8,534.52",,,"1,982.73",18.85,,,,,,,,,,,,,
MDF012,Mdf Screws 1 Pkt,PACLINV0058412,,,"2,499.99",931.20,,,"1,568.79",62.75,,,,,,,,,,,,,
MDF013,Mdf Screws 1/12 Pkt,PACLINV0060042,,,"12,659.44","5,991.16",,,"6,668.28",52.67,,,,,,,,,,,,,
MDF014,Mdf Screws 11/4 Pkt,PACLINV0056123,,,"21,741.34","7,991.15",,,"13,750.19",63.24,,,,,,,,,,,,,
MDF015,Mdf Screws 2 Pkt,PACLINV0061000,,,"58,400.87","23,114.41",,,"35,286.46",60.42,,,,,,,,,,,,,
MDF017,Mdf Screws 3 Pkt,PACLINV0056851,,,"18,060.34","10,572.94",,,"7,487.40",41.46,,,,,,,,,,,,,
MDF018,Mdf Screws 3/4 Pkt,PACLINV0059739,,,"2,629.32","1,151.28",,,"1,478.04",56.21,,,,,,,,,,,,,
MEA001,Stanley-Measuring Tape-5m power lock,PACLINV0044108,,,"3,663.80","2,084.00",,,"1,579.80",43.12,,,,,,,,,,,,,
MEA002,Stanley -Measuring Tape 5m-Tylon,PACLINV0059518,,,"3,146.55","2,700.00",,,446.55,14.19,,,,,,,,,,,,,
MEA003,stanley-Measuring Tape 8m-tylon,PACLINV0029245,,,"1,146.55","1,001.25",,,145.30,12.67,,,,,,,,,,,,,
MET006,Meter Box Powdered 13X13,PACLINV0042838,,,"4,224.14",0.00,,,"4,224.14",100.00,,,,,,,,,,,,,
MET009,Metro Glue 250gms,PACLINV0058265,,,"9,844.85","6,301.65",,,"3,543.20",35.99,,,,,,,,,,,,,
MIN001,Mini Trunking,PACLINV0057813,,,"11,767.23","5,482.32",,,"6,284.91",53.41,,,,,,,,,,,,,
MIR001,Mirror Screws Pcs,PACLINV0044072,,,267.23,106.95,,,160.28,59.98,,,,,,,,,,,,,
MOP003,Mop Bucket,PACLINV0056800,,,"3,431.91","1,996.10",,,"1,435.81",41.84,,,,,,,,,,,,,
MOP006,Mop Teepee,PACLINV0059734,,,"17,931.00","12,322.50",,,"5,608.50",31.28,,,,,,,,,,,,,
MUL001,Multi Plug,PACLINV0057146,,,"2,836.22","2,343.77",,,492.45,17.36,,,,,,,,,,,,,
NAI001,Nails 1'- Kgs,PACLINV0060356,,,"7,383.63","5,663.71",,,"1,719.93",23.29,,,,,,,,,,,,,
NAI002,Nails 1.5'- Kgs,PACLINV0048323,,,"5,886.22","4,305.97",,,"1,580.25",26.85,,,,,,,,,,,,,
NAI003,Nails 2'- Kgs,PACLINV0059522,,,"72,976.22","56,936.81",,,"16,039.41",21.98,,,,,,,,,,,,,
NAI004,Nails 2.5'- Kgs,PACLINV0059894,,,"86,943.97","66,094.05",,,"20,849.92",23.98,,,,,,,,,,,,,
NAI005,Nails 3'- Kgs,PACLINV0059207,,,"419,555.51","313,968.72",,,"105,586.79",25.17,,,,,,,,,,,,,
NAI006,Nails 4'- Kgs,PACLINV0059825,,,"452,587.33","337,035.69",,,"115,551.64",25.53,,,,,,,,,,,,,
NAI007,Nails 5'- Kgs,PACLINV0058100,,,"41,366.36","29,691.03",,,"11,675.33",28.22,,,,,,,,,,,,,
NAI008,Nails 6'- Kgs,PACLINV0059727,,,"15,413.78","10,858.88",,,"4,554.90",29.55,,,,,,,,,,,,,
NAI009,Nails Bag 1,PACLINV0041028,,,"10,948.28","6,896.56",,,"4,051.72",37.01,,,,,,,,,,,,,
NAI011,Nails Bag 2,PACLINV0059379,,,"99,698.27","88,360.38",,,"11,337.89",11.37,,,,,,,,,,,,,
NAI012,Nails Bag 2.5,PACLINV0056915,,,"102,413.80","90,824.76",,,"11,589.04",11.32,,,,,,,,,,,,,
NAI013,Nails Bag 3,PACLINV0060931,,,"935,935.28","832,686.85",,,"103,248.43",11.03,,,,,,,,,,,,,
Inventory Sales Analysis,,,,,,,,,,,,,,,,,,,,Page 22 of 36,,,
,,,Amount (VAT,,,Amount (VAT,,,,,,,,,,,,,,,,,
Item Code,Item Description,Reference,,,Quantity,Cost,,,Profit,Profit %,,,,Markup %,,,,,,,,,
Linked Account:,,,,,,0,,,,,,,,,,,,,,,,,
NAI014,Nails Bag 4,PACLINV0056916,,,"1,319,284.45","1,180,562.43",,,"138,722.02",10.51,,,,,,,,,,,,,
NAI015,Nails Bag 5,PACLINV0058287,,,"57,974.13","52,106.79",,,"5,867.34",10.12,,,,,,,,,,,,,
NAI016,Nails Bag 6,PACLINV0057170,,,"19,870.69","15,517.23",,,"4,353.46",21.91,,,,,,,,,,,,,
NAI020,Nails Bag Panel Pins 1.5,PACLINV0031462,,,"4,137.93","3,362.07",,,775.86,18.75,,,,,,,,,,,,,
NAI022,Nails Ceiling 1,PACLINV0061152,,,"3,599.14","2,541.31",,,"1,057.83",29.39,,,,,,,,,,,,,
NAI023,Nails Ceiling 1.5,PACLINV0058224,,,"9,750.02","6,379.26",,,"3,370.76",34.57,,,,,,,,,,,,,
NAI024,Nails Panel Pins 1,PACLINV0056839,,,"3,932.78","2,073.29",,,"1,859.49",47.28,,,,,,,,,,,,,
NAI025,Nails Panel Pins 1.5,PACLINV0060105,,,"23,017.31","14,812.84",,,"8,204.47",35.64,,,,,,,,,,,,,
NAI029,Nails Roofing Bag,PACLINV0058167,,,"32,586.22","28,626.99",,,"3,959.23",12.15,,,,,,,,,,,,,
NAI030,Nails Roofing Kgs,PACLINV0060809,,,"87,817.75","61,697.58",,,"26,120.17",29.74,,,,,,,,,,,,,
NAI031,Nails U Bags,PACLINV0043263,,,"9,698.28","6,637.94",,,"3,060.34",31.56,,,,,,,,,,,,,
NAI035,Nails U Kgs,PACLINV0060815,,,"5,607.74","3,505.05",,,"2,102.69",37.50,,,,,,,,,,,,,
NAI036,Nail Polished 1.5- Kgs,PACLINV0057391,,,"4,586.22","2,610.00",,,"1,976.22",43.09,,,,,,,,,,,,,
NEM015,Nemsi Push Tap Wall-A003,PACLINV0048754,,,"3,879.31","2,920.08",,,959.23,24.73,,,,,,,,,,,,,
NEM018,Nemsi Long Neck Pillar  KitchenMixer Adj-KM2051,PACLINV0052818,,,"9,396.55","7,740.75",,,"1,655.80",17.62,,,,,,,,,,,,,
NEM019,Nemsi Long Neck BIB Kitchen Mixer-KM3051,PACLINV0043693,,,"13,155.17","10,957.52",,,"2,197.65",16.71,,,,,,,,,,,,,
NEM020,Nemsi Shower Head$Mirror 40cm-KS002,PACLINV0059189,,,"11,163.79","8,403.78",,,"2,760.01",24.72,,,,,,,,,,,,,
NEM023,Nemsi 3-Way Almn-Piano shower Mixer-KS1055,PACLINV0041791,,,"11,551.73","10,300.41",,,"1,251.32",10.83,,,,,,,,,,,,,
NEM025,Nemsi Premium ktchen mixer Chrome-KS6041,PACLINV0036318,,,"6,034.48","4,222.02",,,"1,812.46",30.04,,,,,,,,,,,,,
NEM026,Nemsi Kitchen Tap L- Neck Blk& silver-KS9022,PACLINV0037633,,,"3,879.31","3,269.18",,,610.13,15.73,,,,,,,,,,,,,
NEM027,Nemsi Kitchen Wall Tap-KS9051,PACLINV0060810,,,"3,017.24","2,644.92",,,372.32,12.34,,,,,,,,,,,,,
NEM028,Nemsi Double Corner-Shelf With Towel-N002,PACLINV0049566,,,"2,439.66","1,895.43",,,544.23,22.31,,,,,,,,,,,,,
NEM029,Nemsi  mirrorSingle Corner Shelf-N009,PACLINV0044322,,,"2,137.93","1,871.44",,,266.49,12.46,,,,,,,,,,,,,
NEM030,Nemsi Single Corner Shelf Blk-N009-B,PACLINV0056344,,,"1,508.63","1,119.68",,,388.95,25.78,,,,,,,,,,,,,
NEM033,Nemsi Bath 6pcs Accessories set Black-N053B,PACLINV0052554,,,"2,025.86","1,831.46",,,194.40,9.60,,,,,,,,,,,,,
NEM037,Nemsi Soap Dish Mirror-N092,PACLINV0043693,,,448.28,367.90,,,80.38,17.93,,,,,,,,,,,,,
NEM038,Nemsi Tissue Holder mirror-N131,PACLINV0060520,,,"2,586.20","2,240.22",,,345.98,13.38,,,,,,,,,,,,,
NEM039,Nemsi Tissue Holder Black-N131-B,PACLINV0039749,,,"1,793.11","1,667.52",,,125.59,7.00,,,,,,,,,,,,,
NEM040,Nemsi Hook Double Black-N177,PACLINV0047416,,,"1,870.70","1,711.52",,,159.18,8.51,,,,,,,,,,,,,
NEM041,Nemsi Double Towel  bar With 5 Hooks-N226,PACLINV0054180,,,"5,172.40","4,222.76",,,949.64,18.36,,,,,,,,,,,,,
NEM047,Nemsi Rectangle Shelf Gun Grey-N316,PACLINV0038435,,,431.03,375.89,,,55.14,12.79,,,,,,,,,,,,,
NEM048,Nemsi M- Hooks silver& black Aluminium-N366,PACLINV0049821,,,"1,327.59","1,127.67",,,199.92,15.06,,,,,,,,,,,,,
NEM049,Nemsi Heavy Duty Hand rail Grab Bar-N370,PACLINV0052554,,,"1,594.83",967.71,,,627.12,39.32,,,,,,,,,,,,,
NEM052,Nemsi Paint Roller 9,PACLINV0059795,,,"16,818.94","12,913.56",,,"3,905.38",23.22,,,,,,,,,,,,,
NON001,"Non Return Valve lirlee 1""",PACLINV0035239,,,"1,034.48",732.76,,,301.72,29.17,,,,,,,,,,,,,
NON002,Non Return Valve 1 pegler,PACLINV0059990,,,"22,181.05","17,441.63",,,"4,739.42",21.37,,,,,,,,,,,,,
NON003,Non Return Valve 1/2 Pegler,PACLINV0058992,,,"2,844.83","2,161.46",,,683.37,24.02,,,,,,,,,,,,,
NON006,Non Return Valve 3/4 Pegler,PACLINV0055970,,,"21,413.80","16,009.62",,,"5,404.18",25.24,,,,,,,,,,,,,
NYL002,Nylon Window Netting Mtrs,PACLINV0034338,,,"1,120.69",624.00,,,496.69,44.32,,,,,,,,,,,,,
NYU001,Nyumba Cement,PACLINV0059789,,,"9,993,853.54","9,516,475.98",,,"477,377.56",4.78,,,,,,,,,,,,,
OLD001,Old News Papers,PACLINV0057588,,,"1,077.59",413.10,,,664.49,61.66,,,,,,,,,,,,,
P 1002,SQ 12,PACLINV0056969,,,"8,060.34","7,034.46",,,"1,025.88",12.73,,,,,,,,,,,,,
PAC001,Packing Tape Clear,PACLINV0028727,,,818.96,465.51,,,353.45,43.16,,,,,,,,,,,,,
PAD001,Padbolt 6,PACLINV0056755,,,"4,913.78","2,090.00",,,"2,823.78",57.47,,,,,,,,,,,,,
PAD004,Padbolt Jk Big,PACLINV0060962,,,"2,327.58","1,400.94",,,926.64,39.81,,,,,,,,,,,,,
PAD006,Padbolt Juakali-Shiny,PACLINV0056282,,,"6,474.14","2,944.14",,,"3,530.00",54.52,,,,,,,,,,,,,
PAD009,Padlock Mindy 70mm,PACLINV0060987,,,"13,491.42","9,257.35",,,"4,234.07",31.38,,,,,,,,,,,,,
PAD015,Padlock Tri Circle 261,PACLINV0050557,,,732.76,379.32,,,353.44,48.23,,,,,,,,,,,,,
PAD016,Padlock Tri Circle 262,PACLINV0056101,,,"2,439.67","1,368.48",,,"1,071.19",43.91,,,,,,,,,,,,,
PAD017,Padlock Tri Circle 263,PACLINV0049631,,,"5,448.28","3,280.42",,,"2,167.86",39.79,,,,,,,,,,,,,
Inventory Sales Analysis,,,,,,,,,,,,,,,,,,,,Page 23 of 36,,,
,,,Amount (VAT,,,Amount (VAT,,,,,,,,,,,,,,,,,
Item Code,Item Description,Reference,,,Quantity,Cost,,,Profit,Profit %,,,,Markup %,,,,,,,,,
Linked Account:,,,,,,0,,,,,,,,,,,,,,,,,
PAD018,Padlock Tri Circle 264,PACLINV0043265,,,"14,422.43","8,651.05",,,"5,771.38",40.02,,,,,,,,,,,,,
PAD019,Padlock Tri Circle 265,PACLINV0059305,,,"14,775.84","11,549.12",,,"3,226.72",21.84,,,,,,,,,,,,,
PAD020,Padlock Tri Circle 266,PACLINV0057645,,,"14,733.62","12,166.08",,,"2,567.54",17.43,,,,,,,,,,,,,
PAD021,Padlock Mindy 60mm,PACLINV0060301,,,"13,771.54","10,631.63",,,"3,139.91",22.80,,,,,,,,,,,,,
PAD022,Padlock Mindy 50mm,PACLINV0058696,,,"11,793.05","9,310.32",,,"2,482.73",21.05,,,,,,,,,,,,,
PAI002,Paint Roller 4,PACLINV0060712,,,"4,956.92","1,577.97",,,"3,378.95",68.17,,,,,,,,,,,,,
PAI004,Paint Roller 9,PACLINV0059460,,,"99,534.14","27,267.74",,,"72,266.40",72.60,,,,,,,,,,,,,
PAI006,"Nemsi Paint Roller Tray 9""",PACLINV0048173,,,"1,551.73",775.86,,,775.87,50.00,,,,,,,,,,,,,
PAN001,Panga,PACLINV0057654,,,"7,413.77","3,073.21",,,"4,340.56",58.55,,,,,,,,,,,,,
PAN002,Panga H/G,PACLINV0047381,,,"19,560.33","10,493.58",,,"9,066.75",46.35,,,,,,,,,,,,,
PAN003,Panel Door Laminated,PACLINV0053113,,,"10,086.21","9,000.00",,,"1,086.21",10.77,,,,,,,,,,,,,
PAT001,Pattress Double Deep,PACLINV0059711,,,"1,215.47",702.61,,,512.86,42.19,,,,,,,,,,,,,
PAT003,Pattress Single Deep,PACLINV0057579,,,"1,689.59",758.58,,,931.01,55.10,,,,,,,,,,,,,
PAT004,Pattress Single Shallow,PACLINV0046247,,,51.72,34.48,,,17.24,33.33,,,,,,,,,,,,,
PAT005,Pattex PL100,PACLINV0035111,,,"4,353.43","3,448.24",,,905.19,20.79,,,,,,,,,,,,,
PAT006,Pattex PL-150,PACLINV0061228,,,"13,387.93","10,258.60",,,"3,129.33",23.37,,,,,,,,,,,,,
PED001,Pedrallo Pump 0.5hp,PACLINV0045013,,,"73,163.82","64,819.70",,,"8,344.12",11.40,,,,,,,,,,,,,
PED002,Pedrallo Pump 1hp,PACLINV0048452,,,"21,551.72","17,672.41",,,"3,879.31",18.00,,,,,,,,,,,,,
PHO001,Photocell Switch,PACLINV0054548,,,"3,362.06","2,629.30",,,732.76,21.79,,,,,,,,,,,,,
PIL003,Pillar Tap Basin Type,PACLINV0059361,,,"24,521.56","16,196.05",,,"8,325.51",33.95,,,,,,,,,,,,,
PIL005,Pillar Tap Sprout Brimix,PACLCRN0002286,,,"8,146.54","5,172.40",,,"2,974.14",36.51,,,,,,,,,,,,,
PIL006,Pillar Tap Sprout,PACLINV0034693,,,"2,887.93","1,014.78",,,"1,873.15",64.86,,,,,,,,,,,,,
PIP001,Pipe Wrench 10,PACLINV0056505,,,862.07,586.20,,,275.87,32.00,,,,,,,,,,,,,
PIP002,Pipe Wrench 12,PACLINV0060864,,,"4,965.52","3,172.40",,,"1,793.12",36.11,,,,,,,,,,,,,
PIP003,Pipe Wrench 14,PACLINV0043194,,,"4,672.41","3,150.35",,,"1,522.06",32.58,,,,,,,,,,,,,
PIP005,Pipe Wrench 8,PACLINV0033880,,,387.93,267.24,,,120.69,31.11,,,,,,,,,,,,,
PLA001,Plain Sheet Roll 30g,PACLINV0058293,,,"142,586.21","123,862.09",,,"18,724.12",13.13,,,,,,,,,,,,,
PLA002,Plain Sheet Roll 32g,PACLINV0061149,,,"141,810.34","118,189.68",,,"23,620.66",16.66,,,,,,,,,,,,,
PLA004,Plascon Ext Clear 5l,PACLINV0047008,,,"6,465.52","5,984.00",,,481.52,7.45,,,,,,,,,,,,,
PLA007,Plascon Int Clear 1l,PACLINV0042820,,,646.55,586.21,,,60.34,9.33,,,,,,,,,,,,,
PLA008,Plascon Int Clear 5l,PACLINV0056821,,,"15,177.59","13,387.50",,,"1,790.09",11.79,,,,,,,,,,,,,
PLA010,Plascon Int Mahogany 5l,PACLINV0046452,,,"24,568.96","20,702.80",,,"3,866.16",15.74,,,,,,,,,,,,,
PLA016,Plain sheet 30g mtrs,PACLINV0057562,,,"100,866.40","73,568.10",,,"27,298.30",27.06,,,,,,,,,,,,,
PLA017,Plain sheet 32g mtrs,PACLINV0044723,,,"29,698.27","19,853.74",,,"9,844.53",33.15,,,,,,,,,,,,,
PLA020,Plascon Int Pine  5l,PACLINV0060338,,,"3,232.76","2,677.50",,,555.26,17.18,,,,,,,,,,,,,
PLA021,Plascon  EXT  Pine 5l,PACLINV0043377,,,"12,931.03","11,968.00",,,963.03,7.45,,,,,,,,,,,,,
PLA022,Plascon Woodcare  Pine 1l,PACLINV0041134,,,646.55,578.00,,,68.55,10.60,,,,,,,,,,,,,
PLA023,Plascon Woodcare Ext Pine 1l,PACLINV0038443,,,646.55,629.00,,,17.55,2.71,,,,,,,,,,,,,
PLA026,Plascon Woodcare  Ext Teak  5l,PACLINV0055990,,,"9,698.28","8,976.00",,,722.28,7.45,,,,,,,,,,,,,
PLA027,Plascon Woodcare Ext Teak  1l,PACLINV0043013,,,646.55,629.00,,,17.55,2.71,,,,,,,,,,,,,
PLI001,Pliers H.G,PACLINV0057001,,,"5,517.22","3,224.98",,,"2,292.24",41.55,,,,,,,,,,,,,
PLI003,Pliers Red,PACLINV0059915,,,"5,931.03","3,394.42",,,"2,536.61",42.77,,,,,,,,,,,,,
PLI007,Stanley-Pliears Combination8''Dynagrip.,PACLINV0044408,,,"2,685.35","2,250.00",,,435.35,16.21,,,,,,,,,,,,,
PLI009,Stanley-Pliers Mini -MultiTool,PACLINV0038648,,,"1,525.86","1,338.75",,,187.11,12.26,,,,,,,,,,,,,
PLU001,Plumb Line,PACLINV0060300,,,"1,232.77",729.94,,,502.83,40.79,,,,,,,,,,,,,
PLY001,Plywood 3mm,PACLINV0060774,,,"107,793.09","67,823.79",,,"39,969.30",37.08,,,,,,,,,,,,,
PLY002,Plywood 6mm,PACLINV0056123,,,"161,379.33","123,422.68",,,"37,956.65",23.52,,,,,,,,,,,,,
PLY003,Plywood 9mm,PACLINV0061257,,,"106,896.52","88,596.38",,,"18,300.14",17.12,,,,,,,,,,,,,
POL003,Polythene Black 15kg,PACLINV0060126,,,"268,318.80","215,132.49",,,"53,186.31",19.82,,,,,,,,,,,,,
POL004,Polythene Black 20kg,PACLINV0056139,,,"843,448.48","734,532.51",,,"108,915.97",12.91,,,,,,,,,,,,,
Inventory Sales Analysis,,,,,,,,,,,,,,,,,,,,Page 24 of 36,,,
,,,Amount (VAT,,,Amount (VAT,,,,,,,,,,,,,,,,,
Item Code,Item Description,Reference,,,Quantity,Incl),,Cost,Profit,Profit %,,,,Markup %,,,,,,,,,
Linked Account:,,,,,,0,,,,,,,,,,,,,,,,,
POL005,Polythene Black Mtrs,PACLINV0061139,,,"89,224.06","1,600.00",,"45,628.00","43,596.06",48.86,,,,,,,,,,,,,
POL006,Polythene Clear Mtrs,PACLINV0051246,,,"4,310.35","6,250.00",,"2,344.80","1,965.55",45.60,,,,,,,,,,,,,
POL007,Polythene Clear Roll,PACLINV0060231,,,"33,620.70","72,000.00",,"28,448.30","5,172.40",15.38,,,,,,,,,,,,,
POL008,Polishing Pad,PACLINV0054933,,,"1,681.04",250.00,,948.31,732.73,43.59,,,,,,,,,,,,,
PON001,Ponal Glue 1/2l,PACLINV0060321,,,"12,844.83",550.00,,"8,900.85","3,943.98",30.70,,,,,,,,,,,,,
PON002,Ponal Glue 1/4l,PACLINV0060666,,,"4,956.95",250.00,,"3,268.87","1,688.08",34.05,,,,,,,,,,,,,
PON003,Ponal Glue 1l,PACLINV0041795,,,"13,275.80",650.00,,"10,075.92","3,199.88",24.10,,,,,,,,,,,,,
PON005,Ponal Glue 4l,PACLINV0057561,,,"19,827.60","2,000.00",,"17,198.26","2,629.34",13.26,,,,,,,,,,,,,
POP004,"Pop Up Waste Chrome 11/2""",PACLINV0057872,,,"1,301.73",550.00,,982.77,318.96,24.50,,,,,,,,,,,,,
POP005,Pop Up Waste Chrome 11/4,PACLINV0060310,,,"5,603.44",550.00,,"3,014.31","2,589.13",46.21,,,,,,,,,,,,,
POU001,Poultry Mesh Blue,PACLINV0038713,,,"12,543.10","19,400.00",,"11,896.56",646.54,5.15,,,,,,,,,,,,,
POU002,Poultry Mesh Green,PACLINV0048798,,,"10,000.00","6,000.00",,"7,198.28","2,801.72",28.02,,,,,,,,,,,,,
POW001,Power Guard,PACLINV0061034,,,"2,672.41","1,500.00",,"2,413.80",258.61,9.68,,,,,,,,,,,,,
PPR002,Ppr Ball Cork 25mm,PACLINV0056613,,,"2,512.95",180.00,,"1,507.11","1,005.84",40.03,,,,,,,,,,,,,
PPR003,Ppr Ball Cork 32mm,PACLINV0032201,,,215.52,250.00,,93.47,122.05,56.63,,,,,,,,,,,,,
PPR006,Ppr Ball Cork 63mm,PACLINV0052610,,,603.45,950.00,,560.34,43.11,7.14,,,,,,,,,,,,,
PPR007,Ppr Cup 20mm,PACLINV0043440,,,68.96,10.00,,15.00,53.96,78.25,,,,,,,,,,,,,
PPR008,Ppr Cup 25mm,PACLINV0059896,,,"2,155.17",400.00,,940.40,"1,214.77",56.37,,,,,,,,,,,,,
PPR009,Ppr Cup 32mm,PACLINV0058739,,,"1,392.21",30.00,,678.80,713.41,51.24,,,,,,,,,,,,,
PPR010,Ppr Cup 40mm,PACLINV0056231,,,301.72,405.00,,179.20,122.52,40.61,,,,,,,,,,,,,
PPR011,Ppr Cup 50mm,PACLINV0056231,,,461.20,585.00,,291.48,169.72,36.80,,,,,,,,,,,,,
PPR012,Ppr Cup 63mm,PACLINV0050730,,,396.55,"1,840.00",,310.36,86.19,21.73,,,,,,,,,,,,,
PPR013,Ppr Double Elbow 25x1/2,PACLINV0045461,,,"5,155.18","5,840.00",,"4,405.72",749.46,14.54,,,,,,,,,,,,,
PPR014,Ppr Elbow 20mm,PACLINV0059786,,,"1,543.10",100.00,,454.76,"1,088.34",70.53,,,,,,,,,,,,,
PPR016,Ppr Elbow 25mm,PACLINV0056434,,,"82,530.09",270.00,,"18,167.85","64,362.24",77.99,,,,,,,,,,,,,
PPR017,Ppr Elbow 25mmx45,PACLINV0043245,,,"1,836.21","7,680.00",,615.81,"1,220.40",66.46,,,,,,,,,,,,,
PPR018,Ppr Elbow 32mm,PACLINV0059650,,,"24,047.29","4,320.00",,"7,873.31","16,173.98",67.26,,,,,,,,,,,,,
PPR019,Ppr Elbow 32mm x45,PACLINV0043245,,,344.82,"4,320.00",,216.84,127.98,37.12,,,,,,,,,,,,,
PPR020,Ppr Elbow 40mm,PACLINV0056795,,,"4,551.74",50.00,,"2,464.80","2,086.94",45.85,,,,,,,,,,,,,
PPR021,Ppr Elbow 50mm,PACLINV0056231,,,"2,883.62",765.00,,"1,664.00","1,219.62",42.29,,,,,,,,,,,,,
PPR022,Ppr Elbow 63mm,PACLINV0060764,,,"2,663.80",600.00,,"2,141.16",522.64,19.62,,,,,,,,,,,,,
PPR023,Ppr F/Adapter 20x1/2,PACLINV0059004,,,926.72,40.00,,481.12,445.60,48.08,,,,,,,,,,,,,
PPR024,Ppr F/Adapter 25x1/2,PACLINV0060312,,,"9,004.29",160.00,,"4,196.95","4,807.34",53.39,,,,,,,,,,,,,
PPR025,Ppr F/Adapter 25x3/4,PACLINV0057830,,,"4,491.38",800.00,,"2,475.72","2,015.66",44.88,,,,,,,,,,,,,
PPR026,Ppr F/Adapter 32x1,PACLINV0061065,,,"4,896.54",280.00,,"2,566.71","2,329.83",47.58,,,,,,,,,,,,,
PPR027,Ppr F/Adapter 32x3/4,PACLINV0058853,,,896.55,50.00,,457.52,439.03,48.97,,,,,,,,,,,,,
PPR028,Ppr F/Adapter 40x11/4,PACLINV0039511,,,344.83,120.00,,220.53,124.30,36.05,,,,,,,,,,,,,
PPR029,Ppr F/Adapter 50x11/2,PACLINV0047313,,,"1,034.48",180.00,,827.60,206.88,20.00,,,,,,,,,,,,,
PPR031,Ppr F/Elbow 20x1/2,PACLINV0059786,,,482.77,"4,000.00",,261.52,221.25,45.83,,,,,,,,,,,,,
PPR032,Ppr F/Elbow 25x1/2,PACLINV0057965,,,"32,748.26","1,620.00",,"17,048.31","15,699.95",47.94,,,,,,,,,,,,,
PPR033,Ppr F/Elbow 25x3/4,PACLINV0060947,,,"4,338.80","1,125.00",,"2,896.46","1,442.34",33.24,,,,,,,,,,,,,
PPR034,Ppr F/Elbow 32x1,PACLINV0058948,,,982.77,55.00,,668.70,314.07,31.96,,,,,,,,,,,,,
PPR036,Ppr F/Elbow 32x3/4,PACLINV0058940,,,93.96,55.00,,56.22,37.74,40.17,,,,,,,,,,,,,
PPR037,Ppr F/Elbow 40x11/4,PACLINV0043188,,,818.96,"1,350.00",,427.00,391.96,47.86,,,,,,,,,,,,,
PPR039,Ppr F/Tee 20x1/2,PACLINV0045587,,,163.79,40.00,,113.82,49.97,30.51,,,,,,,,,,,,,
PPR040,Ppr F/Tee 25x1/2,PACLINV0061195,,,"3,435.34",50.00,,"1,863.20","1,572.14",45.76,,,,,,,,,,,,,
PPR041,Ppr F/Tee 25x3/4,PACLINV0045696,,,181.04,160.00,,127.90,53.14,29.35,,,,,,,,,,,,,
PPR042,Ppr F/Tee 32x1,PACLINV0031781,,,198.27,320.00,,143.61,54.66,27.57,,,,,,,,,,,,,
PPR043,Ppr F/Tee 32x3/4,PACLINV0050442,,,564.66,"1,280.00",,385.76,178.90,31.68,,,,,,,,,,,,,
